Source,Sport,Player ID,Player Name,Position,Team,Stat Type,Line Score,Adjusted Odds,Implied Probability,Date,Start Time (CST),Status,League,Odds Type,Headshot URL,Data ID,Average Line,Average No-Vig Over %,Average No-Vig Under %,Percent Difference,Max No-Vig %,Bet Tag,Player Image,Game Start Time,Fav,Spread,O/U,Game Short Title,Scheduled At,Match Progress,Venue Name,Venue Type,Broadcasts,Max No-Vig % Price,True Price,Date,True Point Average Line,EST. Return Date,Injury Status,Comment,Starter,Opp,PrizePicks,Opportunities,Edge % Over,Edge % Under,Edge %,DvP Projection,DVP Rank,Opp +/-,DVP Bet,Average Projected,DVP Adjusted,Total Projection,PrizePicks Line,Callout Bet Tag
Underdog,MLB,,Nolan McLean,SP,,1st Inn. Pitch Count,14.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260519_20-cf7f958a-279d-4425-9c58-9453df7639c1.png,,,,,,,,,,,,,Marlins @ Mets,2026-07-30T23:10:00Z,7/30/2026,Citi Field,outdoor,,,,,,,,,No,MIA,38.72,7.14,,,,0.00,12,-39.78694,under,0,-39.786936,0,0,Push
Underdog,MLB,,Nolan McLean,SP,,1st Inn. Batters Faced,3.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260519_20-cf7f958a-279d-4425-9c58-9453df7639c1.png,,,,,,,,,,,,,Marlins @ Mets,2026-07-30T23:10:00Z,7/30/2026,Citi Field,outdoor,,,,,,,,,No,MIA,38.72,7.14,,,,0.00,18,13.3875,over,0,13.3875,13.39,0,Push
Underdog,MLB,,Nolan McLean,SP,,1st Inn. Hits Allowed,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260519_20-cf7f958a-279d-4425-9c58-9453df7639c1.png,,,,,,,,,,,,,Marlins @ Mets,2026-07-30T23:10:00Z,7/30/2026,Citi Field,outdoor,,,,,,,,,No,MIA,38.72,7.14,,,,0.00,15,1.081,over,0,1.080996,1.08,0,Push
Underdog,MLB,,Graham Pauley,3B,,Hits + Runs + RBIs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260328_05-5cc840a3-6662-47d9-aeb7-d348a494afaa.png,,0.5,48.07,51.93,-5.88,51.93,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-108.00,-108,7/30/2026,0.4807,,,,No,,,3.5,38.1649605,61.84,38.1649605,0.48,,0,,0.48,,0.48,0,Push
Underdog,MLB,,Graham Pauley,3B,,Home Runs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260328_05-5cc840a3-6662-47d9-aeb7-d348a494afaa.png,,0.5,8.8,91.2,-2.26,91.2,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,"-1,036.00",-1036,7/30/2026,0.088,,,,No,,,3.5,25.47235086,74.53,25.47235086,0.09,,0,,0.09,,0.23,0.5,Push
Underdog,MLB,,Graham Pauley,3B,,Hits,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260328_05-5cc840a3-6662-47d9-aeb7-d348a494afaa.png,,0.5,42.97,57.03,,57.81,Over,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-137.00,-137,7/30/2026,0.4297,,,,No,,,3.5,37.17706675,62.82,37.17706675,0.43,,0,,0.43,,0.45,0.5,Push
Underdog,MLB,,Graham Pauley,3B,,Runs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260328_05-5cc840a3-6662-47d9-aeb7-d348a494afaa.png,,0.5,26.03,73.97,-2.94,73.97,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-284.00,-284,7/30/2026,0.2603,,,,No,,,3.5,31.62411623,68.38,31.62411623,0.26,,0,,0.26,,0.34,0.5,Push
Underdog,MLB,,Graham Pauley,3B,,RBIs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260328_05-5cc840a3-6662-47d9-aeb7-d348a494afaa.png,,0.5,21.45,78.55,-3.59,78.55,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-366.00,-366,7/30/2026,0.2145,,,,No,,,3.5,30.04024235,69.96,30.04024235,0.21,,0,,0.21,,0.31,0.5,Push
Underdog,MLB,,Graham Pauley,3B,,Batter Walks,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260328_05-5cc840a3-6662-47d9-aeb7-d348a494afaa.png,,0.5,26.2,73.8,-6.2,73.8,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-282.00,-282,7/30/2026,0.262,,,,No,,,3.5,23.04889763,76.95,23.04889763,0.26,,0,,0.26,,0.26,0,Push
Underdog,MLB,,Griffin Conine,RF,,Hits + Runs + RBIs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260403_04-142c92e7-07bd-4461-ad2e-c2430ffa9c8d.png,,0.5,58.42,41.58,-0.09,58.42,Over,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-141.00,-141,7/30/2026,0.5842,,,,No,,,3.5,44.24482752,55.76,44.24482752,0.58,,0,,0.58,,0.58,0,Great Bet
Underdog,MLB,,Griffin Conine,RF,,Home Runs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260403_04-142c92e7-07bd-4461-ad2e-c2430ffa9c8d.png,,0.5,14.67,85.33,-3.16,85.33,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-582.00,-582,7/30/2026,0.1467,,,,No,,,3.5,27.62794921,72.37,27.62794921,0.15,,0,,0.15,,0.26,0.5,Push
Underdog,MLB,,Griffin Conine,RF,,Hits,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260403_04-142c92e7-07bd-4461-ad2e-c2430ffa9c8d.png,,0.5,53.5,46.5,,57.81,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-137.00,-137,7/30/2026,0.535,,,,No,,,3.5,40.39912912,59.60,40.39912912,0.54,,0,,0.54,,0.52,0.5,Good Bet
Underdog,MLB,,Griffin Conine,RF,,Runs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260403_04-142c92e7-07bd-4461-ad2e-c2430ffa9c8d.png,,0.5,33.23,66.77,-3.2,66.77,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-201.00,6/12/1899,7/30/2026,0.3323,,,,No,,,3.5,34.04186741,65.96,34.04186741,0.33,,0,,0.33,,0.39,0.5,Push
Underdog,MLB,,Griffin Conine,RF,,RBIs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260403_04-142c92e7-07bd-4461-ad2e-c2430ffa9c8d.png,,0.5,27.4,72.6,-1.76,72.6,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-265.00,4/9/1899,7/30/2026,0.274,,,,No,,,3.5,32.09089051,67.91,32.09089051,0.27,,0,,0.27,,0.35,0.5,Push
Underdog,MLB,,Griffin Conine,RF,,Batter Walks,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260403_04-142c92e7-07bd-4461-ad2e-c2430ffa9c8d.png,,0.5,29.18,70.82,-4.79,70.82,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-243.00,-243,7/30/2026,0.2918,,,,No,,,3.5,25.30820954,74.69,25.30820954,0.29,,0,,0.29,,0.29,0,Push
Underdog,MLB,,A.J. Ewing,CF,,Hits + Runs + RBIs,1.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260513_16-0d970dde-71f2-463c-adfb-0485f7106685.png,,1.5,44,56,,57.81,Over,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-137.00,-137,7/30/2026,1.32,,,,No,,,3.5,38.02460994,61.98,38.02460994,1.32,,0,,1.32,,1.32,0,Push
Underdog,MLB,,Luis Robert,CF,,Hits + Runs + RBIs,1.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260324_02-213bd941-37dc-40a1-ab22-1d62cebb6bc1.png,,1.5,42.66,57.34,,57.81,Over,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-137.00,8/15/1899,7/30/2026,1.2798,,,,No,,,3.5,36.60037759,63.40,36.60037759,1.28,,0,,1.28,,1.28,0,Push
Underdog,MLB,,Joe Mack,C,,Hits + Runs + RBIs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260510_06-35abdc6e-a947-40ac-bc8d-c2236dab5508.png,,0.5,54.96,45.04,0.62,54.96,Over,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-122.00,8/30/1899,7/30/2026,0.5496,,,,No,,,3.5,42.28193635,57.72,42.28193635,0.55,,0,,0.55,,0.55,0,Great Bet
Underdog,MLB,,Carson Benge,RF,,Hits + Runs + RBIs,1.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260324_02-9cde61dd-392a-47c5-add9-08567273122c.png,,1.5,43.39,56.61,,57.81,Over,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-137.00,8/15/1899,7/30/2026,1.3017,,,,No,,,3.5,37.3779053,62.62,37.3779053,1.30,,0,,1.3,,1.3,0,Push
Underdog,MLB,,Carson Benge,RF,,Home Runs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260324_02-9cde61dd-392a-47c5-add9-08567273122c.png,,0.5,12.36,87.64,-2.45,87.64,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-709.00,1/20/1898,7/30/2026,0.1236,,,,No,,,3.5,26.78720608,73.21,26.78720608,0.12,,0,,0.12,,0.25,0.5,Push
Underdog,MLB,,Luis Robert,CF,,Home Runs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260324_02-213bd941-37dc-40a1-ab22-1d62cebb6bc1.png,,0.5,15.67,84.33,-1.14,84.33,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-538.00,-538,7/30/2026,0.1567,,,,No,,,3.5,27.98890632,72.01,27.98890632,0.16,,0,,0.16,,0.27,0.5,Push
Underdog,MLB,,Joe Mack,C,,Home Runs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260510_06-35abdc6e-a947-40ac-bc8d-c2236dab5508.png,,0.5,11.04,88.96,-1.95,88.96,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-806.00,-806,7/30/2026,0.1104,,,,No,,,3.5,26.30240355,73.70,26.30240355,0.11,,0,,0.11,,0.24,0.5,Push
Underdog,MLB,,A.J. Ewing,CF,,Home Runs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260513_16-0d970dde-71f2-463c-adfb-0485f7106685.png,,0.5,10.89,89.11,-0.17,89.11,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-818.00,-818,7/30/2026,0.1089,,,,No,,,3.5,26.24710962,73.75,26.24710962,0.11,,0,,0.11,,0.24,0.5,Push
Underdog,MLB,,Carson Benge,RF,,Hitter Fantasy Score,5.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260324_02-9cde61dd-392a-47c5-add9-08567273122c.png,,,,,,,,,,,,,Marlins @ Mets,2026-07-30T23:10:00Z,7/30/2026,Citi Field,outdoor,,,,,,,,,No,,,3.5,,,,0.00,,0,,7.59,,5.05,2.5,Push
Underdog,MLB,,A.J. Ewing,CF,,Hitter Fantasy Score,6.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260513_16-0d970dde-71f2-463c-adfb-0485f7106685.png,,,,,,,,,,,,,Marlins @ Mets,2026-07-30T23:10:00Z,7/30/2026,Citi Field,outdoor,,,,,,,,,No,,,3.5,,,,0.00,,0,,8.4,,5.45,2.5,Push
Underdog,MLB,,Joe Mack,C,,Hits,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260510_06-35abdc6e-a947-40ac-bc8d-c2236dab5508.png,,0.5,49.59,50.41,-7.4,50.41,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-102.00,9/19/1899,7/30/2026,0.4959,,,,No,,,3.5,39.22246771,60.78,39.22246771,0.50,,0,,0.5,,0.5,0.5,Push
Underdog,MLB,,Luis Robert,CF,,Hits,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260324_02-213bd941-37dc-40a1-ab22-1d62cebb6bc1.png,,0.5,55.91,44.09,-1.9,55.91,Over,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-127.00,-127,7/30/2026,0.5591,,,,No,,,3.5,41.11300985,58.89,41.11300985,0.56,,0,,0.56,,0.54,0.5,Good Bet
Underdog,MLB,,A.J. Ewing,CF,,Hits,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260513_16-0d970dde-71f2-463c-adfb-0485f7106685.png,,0.5,59.04,40.96,-0.8,59.04,Over,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-144.00,8/8/1899,7/30/2026,0.5904,,,,No,,,3.5,42.02741734,57.97,42.02741734,0.59,,0,,0.59,,0.56,0.5,Good Bet
Underdog,MLB,,Carson Benge,RF,,Hits,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260324_02-9cde61dd-392a-47c5-add9-08567273122c.png,,0.5,57.21,42.79,-0.95,57.21,Over,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-134.00,-134,7/30/2026,0.5721,,,,No,,,3.5,41.49453399,58.51,41.49453399,0.57,,0,,0.57,,0.55,0.5,Good Bet
Underdog,MLB,,Carson Benge,RF,,Runs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260324_02-9cde61dd-392a-47c5-add9-08567273122c.png,,0.5,35.91,64.09,-0.45,64.09,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-178.00,7/5/1899,7/30/2026,0.3591,,,,No,,,3.5,34.91981103,65.08,34.91981103,0.36,,0,,0.36,,0.41,0.5,Push
Underdog,MLB,,Joe Mack,C,,Runs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260510_06-35abdc6e-a947-40ac-bc8d-c2236dab5508.png,,0.5,30.36,69.64,-3.33,69.64,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-229.00,-229,7/30/2026,0.3036,,,,No,,,3.5,33.08854448,66.91,33.08854448,0.30,,0,,0.3,,0.37,0.5,Push
Underdog,MLB,,A.J. Ewing,CF,,Runs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260513_16-0d970dde-71f2-463c-adfb-0485f7106685.png,,0.5,40.93,59.07,,57.81,Over,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-137.00,-137,7/30/2026,0.4093,,,,No,,,3.5,36.53299364,63.47,36.53299364,0.41,,0,,0.41,,0.44,0.5,Push
Underdog,MLB,,Luis Robert,CF,,Runs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260324_02-213bd941-37dc-40a1-ab22-1d62cebb6bc1.png,,0.5,37.22,62.78,0.66,62.78,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-169.00,7/14/1899,7/30/2026,0.3722,,,,No,,,3.5,35.34469326,64.66,35.34469326,0.37,,0,,0.37,,0.41,0.5,Push
Underdog,MLB,,A.J. Ewing,CF,,RBIs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260513_16-0d970dde-71f2-463c-adfb-0485f7106685.png,,0.5,24.46,75.54,-5.41,75.54,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-309.00,2/24/1899,7/30/2026,0.2446,,,,No,,,3.5,31.08525327,68.91,31.08525327,0.24,,0,,0.24,,0.33,0.5,Push
Underdog,MLB,,Luis Robert,CF,,RBIs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260324_02-213bd941-37dc-40a1-ab22-1d62cebb6bc1.png,,0.5,30.06,69.94,-6.25,69.94,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-233.00,-233,7/30/2026,0.3006,,,,No,,,3.5,32.98810198,67.01,32.98810198,0.30,,0,,0.3,,0.37,0.5,Push
Underdog,MLB,,Carson Benge,RF,,RBIs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260324_02-9cde61dd-392a-47c5-add9-08567273122c.png,,0.5,29.91,70.09,-6.38,70.09,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-234.00,5/10/1899,7/30/2026,0.2991,,,,No,,,3.5,32.93782421,67.06,32.93782421,0.30,,0,,0.3,,0.37,0.5,Push
Underdog,MLB,,Joe Mack,C,,RBIs,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260510_06-35abdc6e-a947-40ac-bc8d-c2236dab5508.png,,0.5,24.43,75.57,-4.82,75.57,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-309.00,-309,7/30/2026,0.2443,,,,No,,,3.5,31.07491529,68.93,31.07491529,0.24,,0,,0.24,,0.33,0.5,Push
Underdog,MLB,,A.J. Ewing,CF,,Batter Walks,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260513_16-0d970dde-71f2-463c-adfb-0485f7106685.png,,0.5,34.16,65.84,-3.86,65.84,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-193.00,6/20/1899,7/30/2026,0.3416,,,,No,,,3.5,28.93675992,71.06,28.93675992,0.34,,0,,0.34,,0.34,0,Push
Underdog,MLB,,Carson Benge,RF,,Batter Walks,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260324_02-9cde61dd-392a-47c5-add9-08567273122c.png,,0.5,31.13,68.87,-2.96,68.87,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-221.00,-221,7/30/2026,0.3113,,,,No,,,3.5,26.75059053,73.25,26.75059053,0.31,,0,,0.31,,0.31,0,Push
Underdog,MLB,,Luis Robert,CF,,Batter Walks,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260324_02-213bd941-37dc-40a1-ab22-1d62cebb6bc1.png,,0.5,27.64,72.36,-8.59,72.36,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-262.00,4/12/1899,7/30/2026,0.2764,,,,No,,,3.5,24.14905337,75.85,24.14905337,0.28,,0,,0.28,,0.28,0,Push
Underdog,MLB,,Joe Mack,C,,Batter Walks,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260510_06-35abdc6e-a947-40ac-bc8d-c2236dab5508.png,,0.5,29.27,70.73,-4.88,70.73,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-242.00,5/2/1899,7/30/2026,0.2927,,,,No,,,3.5,25.37540191,74.62,25.37540191,0.29,,0,,0.29,,0.29,0,Push
Underdog,MLB,,Luis Robert,CF,,Stolen Bases,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260324_02-213bd941-37dc-40a1-ab22-1d62cebb6bc1.png,,0.5,22.97,77.03,0.67,77.03,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-335.00,-335,7/30/2026,0.2297,,,,No,,,3.5,30.56992118,69.43,30.56992118,0.23,,0,,0.23,,0.32,0.5,Push
Underdog,MLB,,A.J. Ewing,CF,,Stolen Bases,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260513_16-0d970dde-71f2-463c-adfb-0485f7106685.png,,0.5,22.06,77.94,1.03,77.94,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-353.00,-353,7/30/2026,0.2206,,,,No,,,3.5,30.25329454,69.75,30.25329454,0.22,,0,,0.22,,0.31,0.5,Push
Underdog,MLB,,Carson Benge,RF,,Stolen Bases,0.5,,,7/30/2026,7/30/2026,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260324_02-9cde61dd-392a-47c5-add9-08567273122c.png,,0.5,15.57,84.43,-1.04,84.43,Under,https://www.freeiconspng.com/img/1934,,Yes,-1.40,8.5,Marlins @ Mets,2026-07-30T23:10:00Z,Thu 07:10pm,Citi Field,outdoor,,-542.00,-542,7/30/2026,0.1557,,,,No,,,3.5,27.95289177,72.05,27.95289177,0.16,,0,,0.16,,0.27,0.5,Push
Underdog,MLB,,Freddie Freeman,1B,,Hits + Runs + RBIs,1.5,,,7/30/2026,Thu 10:10pm,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260424_14-ea1a2111-44cc-4996-babb-9439465e6760.png,,1.5,54.15,45.85,-2.75,54.15,Over,https://www.freeiconspng.com/img/1934,2026-07-31T02:11:00Z,Yes,-1.50,8.7,Mariners @ Dodgers,2026-07-31T02:10:00Z,Thu 10:10pm,UNIQLO Field at Dodger Stadium,outdoor,MLB Network,-118.00,-118,7/30/2026,1.6245,,,,No,SEA,6.27,2.49,48.29468465,51.71,48.29468465,1.62,,0,,1.62,,1.62,0,Great Bet
Underdog,MLB,,Mookie Betts,SS,,Hits + Runs + RBIs,1.5,,,7/30/2026,Thu 10:10pm,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260325_03-084d2514-9ffb-414e-ae16-3bc690aaad51.png,,1.5,50.23,49.77,-8.04,50.23,Over,https://www.freeiconspng.com/img/1934,2026-07-31T02:11:00Z,Yes,-1.50,8.7,Mariners @ Dodgers,2026-07-31T02:10:00Z,Thu 10:10pm,UNIQLO Field at Dodger Stadium,outdoor,MLB Network,-101.00,9/20/1899,7/30/2026,1.5069,,,,No,SEA,5.46,2.05,44.44813349,55.55,44.44813349,1.51,,0,,1.51,,1.51,0,Great Bet
Underdog,MLB,,Fernando Tatis,RF,,Hits + Runs + RBIs,1.5,,,7/30/2026,Thu 09:40pm,pre_game,MLB,standard,https://assets.underdogfantasy.com/player-images/mlb/20260324_03-bd22364f-1ff4-4ddc-8315-0a4c95cff960.png,,1.5,55.93,44.07,-3.25,55.93,Over,https://www.freeiconspng.com/img/1934,2026-07-31T01:41:00Z,Yes,-1.50,8.3,Giants @ Padres,2026-07-31T01:40:00Z,Thu 09:40pm,Petco Park,outdoor,,-127.00,8/25/1899,7/30/2026,1.6779,,,,No,SF,8.13,3.03,49.98599375,50.01,49.98599375,1.68,,0,,1.68,,1.68,0,Great Bet
